imsi,imei,plan,status,bytes_used,period_reset_ts,home_plmn,flags
310410100002003,351111117199679,enterprise-fixed,ACTIVE,180135826762,1788393600,310-410,roaming|tethering
310410100002004,351111119869329,dev-basic,ACTIVE,6144828043,1789430400,310-410,roaming|volte
310410100002005,351111112883970,mvno-prepaid,ACTIVE,1798938825,1789603200,310-410,roaming|volte
310260100006310,350000006301408,iot-low-power,ACTIVE,14094936,1789344000,310-260,
310260100006311,350000008942175,iot-low-power,ACTIVE,145522688,1788048000,310-260,roaming|tethering
310260100006312,350000005162009,dev-basic,ACTIVE,31268386451,1789171200,310-260,roaming|volte
310260100006313,350000008736155,dev-pro,ACTIVE,164921826753,1789171200,310-260,roaming|tethering
310260100006314,350000008640662,dev-basic,ACTIVE,10920656023,1789344000,310-260,roaming
310410100002006,351111118679935,dev-basic,ACTIVE,2345880056,1789603200,310-410,roaming|tethering|volte
310260100006315,350000000521571,dev-basic,ACTIVE,8322899389,1790294400,310-260,roaming|volte
234150100000792,352222223701388,mvno-prepaid,ACTIVE,4265027801,1790035200,234-15,roaming
310260100006316,350000002311443,dev-basic,ACTIVE,19729206448,1789344000,310-260,roaming|tethering|volte
310410100002007,351111113932677,dev-basic,ACTIVE,19482715335,1790035200,310-410,roaming|volte
262010100000607,353333332153244,mvno-prepaid,ACTIVE,1621294890,1789257600,262-01,
208010100000599,354444448300303,iot-low-power,ACTIVE,421006711,1789948800,208-01,volte
310260100006317,350000007394287,dev-pro,ACTIVE,73374136039,1789516800,310-260,
310260100006318,350000005546391,mvno-prepaid,ACTIVE,3594543853,1787961600,310-260,tethering|volte
310260100006319,350000006877969,iot-low-power,ACTIVE,119438118,1788220800,310-260,roaming
262010100000608,353333333478848,iot-low-power,ACTIVE,420073346,1789516800,262-01,roaming|volte
310260100006320,350000009297843,dev-pro,ACTIVE,185628771110,1789948800,310-260,roaming
310260100006321,350000000521845,iot-low-power,ACTIVE,211756687,1788134400,310-260,roaming|tethering|volte
310410100002008,351111116989740,dev-pro,ACTIVE,20171158079,1788134400,310-410,roaming|tethering|volte
310260100006322,350000002976724,dev-basic,ACTIVE,13780540247,1788912000,310-260,tethering|volte
310260100006323,350000008994093,dev-basic,ACTIVE,19370425177,1789084800,310-260,roaming
310410100002009,351111118896406,iot-low-power,ACTIVE,321728650,1789862400,310-410,roaming|volte
310260100006324,350000006619031,mvno-prepaid,ACTIVE,856324019,1788393600,310-260,
310260100006325,350000007672526,iot-low-power,ACTIVE,83899174,1789516800,310-260,tethering
310260100006326,350000000578506,dev-basic,ACTIVE,7955295186,1788652800,310-260,roaming|volte
262010100000609,353333334978267,iot-low-power,ACTIVE,350458054,1789948800,262-01,roaming|volte
310260100006327,350000001986419,iot-low-power,ACTIVE,189053704,1790208000,310-260,roaming
310260100006328,350000007977107,dev-basic,ACTIVE,6322223944,1789862400,310-260,roaming
310410100002010,351111116688102,dev-pro,ACTIVE,122014113338,1789516800,310-410,roaming
310260100006329,350000002006548,dev-basic,ACTIVE,3638757802,1788048000,310-260,roaming
310260100006330,350000004204646,dev-basic,ACTIVE,9017770747,1789948800,310-260,roaming|volte
310260100006331,350000005243346,iot-low-power,ACTIVE,212435707,1789430400,310-260,roaming|volte
310260100006332,350000007047851,dev-basic,ACTIVE,2552717296,1790380800,310-260,roaming
310260100006333,350000001784897,mvno-prepaid,ACTIVE,320449365,1789344000,310-260,roaming|volte
262010100000610,353333330786474,dev-basic,ACTIVE,9504758803,1788048000,262-01,roaming|volte
310260100006334,350000007289420,dev-basic,ACTIVE,13159472673,1788048000,310-260,roaming|tethering|volte
208010100000600,354444443004876,dev-basic,ACTIVE,3838964524,1790380800,208-01,roaming|volte
310260100006335,350000007156157,dev-pro,ACTIVE,42950143953,1790294400,310-260,tethering
310260100006336,350000001621701,dev-basic,ACTIVE,5544692626,1789516800,310-260,roaming
310410100002011,351111110747607,dev-pro,ACTIVE,132733691048,1790121600,310-410,roaming|tethering
310260100006337,350000000511515,dev-basic,ACTIVE,17069578626,1789776000,310-260,roaming|tethering
310260100006338,350000003645765,mvno-prepaid,ACTIVE,788585033,1790380800,310-260,roaming
310260100006339,350000000849980,dev-basic,ACTIVE,4181105480,1789344000,310-260,roaming|volte
310260100006340,350000006449769,dev-basic,ACTIVE,13591464455,1788220800,310-260,roaming|volte
310260100006341,350000003409303,dev-pro,ACTIVE,61323770211,1788998400,310-260,roaming|volte
262010100000611,353333335480818,dev-pro,ACTIVE,134065798420,1789516800,262-01,roaming|volte
310260100006342,350000002177844,dev-basic,ACTIVE,14789497823,1790035200,310-260,roaming|tethering|volte
310260100006343,350000009997798,dev-basic,ACTIVE,3251886846,1789516800,310-260,roaming
310260100006344,350000007751031,mvno-prepaid,ACTIVE,2440442747,1789689600,310-260,roaming
310260100006345,350000003152770,dev-pro,ACTIVE,11811624025,1789430400,310-260,roaming|tethering
262010100000612,353333332940780,dev-basic,ACTIVE,6383590097,1788912000,262-01,roaming|tethering|volte
234150100000793,352222229708825,dev-basic,ACTIVE,3023769180,1789171200,234-15,roaming|tethering|volte
310410100002012,351111114824303,dev-pro,SUSPENDED,61260985325,1788480000,310-410,roaming|volte
310410100002013,351111115813461,mvno-prepaid,ACTIVE,2976470711,1790294400,310-410,roaming
234150100000794,352222226380727,dev-pro,ACTIVE,48822281376,1789516800,234-15,roaming|volte
310260100006346,350000003865785,iot-low-power,ACTIVE,43580270,1787875200,310-260,roaming|tethering
310410100002014,351111115866600,dev-basic,ACTIVE,17008793942,1788307200,310-410,roaming
310260100006347,350000000124327,mvno-prepaid,ACTIVE,2043778300,1788739200,310-260,roaming|volte
310410100002015,351111119451755,dev-basic,ACTIVE,6283010533,1787875200,310-410,
234150100000795,352222222789681,dev-basic,ACTIVE,6923058554,1789430400,234-15,roaming|tethering|volte
234150100000796,352222223746359,dev-basic,ACTIVE,12604567396,1790121600,234-15,tethering|volte
310260100006348,350000005529116,dev-basic,ACTIVE,3951479333,1789948800,310-260,roaming|volte
310260100006349,350000004601296,dev-basic,ACTIVE,7891701132,1788393600,310-260,roaming|volte
234150100000797,352222222045563,dev-pro,ACTIVE,189443593506,1787875200,234-15,roaming|tethering|volte
262010100000613,353333335093124,dev-basic,ACTIVE,4269892755,1788998400,262-01,roaming
310410100002016,351111117973230,iot-low-power,ACTIVE,170067573,1788393600,310-410,roaming|volte
310260100006350,350000005577057,dev-basic,ACTIVE,3116403261,1790035200,310-260,roaming|volte
310410100002017,351111111582672,dev-basic,ACTIVE,15914276150,1789862400,310-410,
310260100006351,350000005273517,dev-pro,ACTIVE,125497353122,1789171200,310-260,roaming
310260100006352,350000004935264,dev-basic,ACTIVE,19039989454,1789430400,310-260,roaming
310410100002018,351111115612152,dev-basic,ACTIVE,5511953640,1790035200,310-410,roaming|tethering
310260100006353,350000009493368,enterprise-fixed,ACTIVE,395193174567,1789430400,310-260,roaming
234150100000798,352222225859754,dev-basic,ACTIVE,9561742100,1789776000,234-15,roaming|tethering
310260100006354,350000009657210,dev-basic,ACTIVE,3445947631,1790208000,310-260,roaming|volte
310260100006355,350000005365479,dev-pro,ACTIVE,121291534290,1789430400,310-260,roaming|tethering|volte
310260100006356,350000000855763,mvno-prepaid,ACTIVE,703621134,1789776000,310-260,roaming|volte
310260100006357,350000000101523,dev-basic,ACTIVE,15902536635,1789603200,310-260,roaming
262010100000614,353333332665841,dev-basic,ACTIVE,6522299232,1790294400,262-01,roaming|tethering
310410100002019,351111112591342,dev-basic,ACTIVE,15994283578,1789430400,310-410,roaming|volte
310260100006358,350000002157838,dev-pro,ACTIVE,51695646069,1789862400,310-260,roaming|volte
310410100002020,351111111035747,enterprise-fixed,ACTIVE,226172504527,1790294400,310-410,tethering
310260100006359,350000009901980,dev-pro,ACTIVE,52622080140,1790121600,310-260,roaming|volte
310260100006360,350000006763334,dev-basic,ACTIVE,8831740371,1788480000,310-260,roaming
310410100002021,351111115670697,dev-basic,ACTIVE,4619706486,1788912000,310-410,roaming|volte
310260100006361,350000008248292,iot-low-power,ACTIVE,374214177,1789603200,310-260,tethering|volte
310410100002022,351111110647534,iot-low-power,ACTIVE,158882088,1789948800,310-410,roaming
310410100002023,351111117717033,iot-low-power,ACTIVE,236713851,1788220800,310-410,roaming|tethering|volte
310260100006362,350000005653726,mvno-prepaid,ACTIVE,434187547,1790121600,310-260,roaming|tethering|volte
234150100000799,352222222331864,mvno-prepaid,ACTIVE,1370017688,1790380800,234-15,roaming|volte
234150100000800,352222220709772,dev-pro,ACTIVE,32146429715,1788393600,234-15,roaming
310410100002024,351111115729196,mvno-prepaid,ACTIVE,1952433023,1788134400,310-410,roaming
310410100002025,351111116019738,iot-low-power,ACTIVE,164662922,1790208000,310-410,roaming|volte
310260100006363,350000009336377,dev-basic,ACTIVE,2251893924,1788393600,310-260,roaming|volte
310410100002026,351111110426681,mvno-prepaid,ACTIVE,7611804707,1790380800,310-410,tethering|volte
310260100006364,350000005294679,dev-basic,ACTIVE,3334143127,1788652800,310-260,roaming
310260100006365,350000007814946,dev-basic,ACTIVE,8780187227,1788998400,310-260,roaming|tethering
310260100006366,350000009701919,enterprise-fixed,ACTIVE,227856046771,1788739200,310-260,roaming|tethering
310260100006367,350000003998834,dev-basic,ACTIVE,10520923673,1789084800,310-260,roaming|tethering
310260100006368,350000000583860,iot-low-power,ACTIVE,107959693,1788912000,310-260,roaming|volte
310260100006369,350000007965334,dev-basic,ACTIVE,12008522748,1788480000,310-260,roaming|tethering
310410100002027,351111116009457,dev-pro,ACTIVE,139728442138,1790035200,310-410,volte
310260100006370,350000009413390,dev-basic,ACTIVE,15893440295,1790121600,310-260,roaming|volte
310260100006371,350000005147372,dev-pro,ACTIVE,21122113082,1789516800,310-260,roaming|volte
310260100006372,350000005685645,dev-basic,ACTIVE,230838281,1789516800,310-260,roaming|tethering|volte
310410100002028,351111116058207,dev-basic,ACTIVE,3763531711,1789171200,310-410,roaming|volte|test
310260100006373,350000002488084,iot-low-power,ACTIVE,114101324,1790294400,310-260,roaming|volte
310260100006374,350000001343819,dev-basic,ACTIVE,3373063453,1789603200,310-260,roaming|tethering|volte
310260100006375,350000007637164,dev-basic,ACTIVE,157335508,1788307200,310-260,roaming|volte
310260100006376,350000003240302,iot-low-power,ACTIVE,186542664,1790294400,310-260,roaming
310410100002029,351111118715598,dev-basic,ACTIVE,2665481477,1790380800,310-410,roaming|volte
310260100006377,350000004618977,dev-pro,ACTIVE,14958008261,1789603200,310-260,roaming|tethering|volte
310260100006378,350000008627503,iot-low-power,ACTIVE,170967045,1787961600,310-260,roaming|tethering|volte
310260100006379,350000000732343,dev-basic,ACTIVE,148901301,1789776000,310-260,roaming|volte
310260100006380,350000007694074,iot-low-power,ACTIVE,122134284,1788480000,310-260,roaming|tethering
310260100006381,350000007534205,enterprise-fixed,ACTIVE,466062767339,1789430400,310-260,roaming|tethering|volte
310260100006382,350000009273711,dev-basic,ACTIVE,4503329797,1788998400,310-260,tethering
234150100000801,352222227506437,dev-basic,ACTIVE,11499362659,1789689600,234-15,roaming|tethering|volte
234150100000802,352222220641231,mvno-prepaid,ACTIVE,3336796919,1788307200,234-15,roaming|volte
310260100006383,350000003288699,iot-low-power,ACTIVE,271170535,1789516800,310-260,roaming|volte
310410100002030,351111112973912,dev-basic,ACTIVE,14831744874,1789516800,310-410,roaming|volte
310260100006384,350000007131101,iot-low-power,ACTIVE,96857487,1788825600,310-260,roaming|tethering
310410100002031,351111113734594,dev-basic,ACTIVE,8214082709,1789948800,310-410,roaming|volte
310260100006385,350000007274810,dev-basic,ACTIVE,9465953054,1790380800,310-260,roaming|tethering|volte
310260100006386,350000008556504,mvno-prepaid,ACTIVE,2806334771,1789430400,310-260,roaming|volte
262010100000615,353333335266019,mvno-prepaid,ACTIVE,1077716791,1789603200,262-01,volte
310260100006387,350000007942986,enterprise-fixed,ACTIVE,184364181741,1789776000,310-260,roaming
310410100002032,351111114454580,iot-low-power,ACTIVE,285757668,1789344000,310-410,roaming|volte
310260100006388,350000006348045,mvno-prepaid,ACTIVE,1672709834,1790294400,310-260,roaming|tethering
310260100006389,350000000638094,dev-basic,ACTIVE,8237340939,1787961600,310-260,roaming|volte
208010100000601,354444440414946,dev-basic,ACTIVE,18505201591,1788220800,208-01,roaming
310410100002033,351111110688397,dev-pro,ACTIVE,66251365969,1788652800,310-410,roaming|volte
310410100002034,351111112874268,mvno-prepaid,ACTIVE,2103672391,1788220800,310-410,roaming
310260100006390,350000008218188,dev-basic,ACTIVE,5732207979,1789430400,310-260,roaming|volte
208010100000602,354444446891550,dev-basic,ACTIVE,17060783040,1788652800,208-01,tethering
310260100006391,350000006643007,dev-basic,ACTIVE,18497887286,1789344000,310-260,roaming|volte
208010100000603,354444446866958,dev-basic,ACTIVE,4541471938,1788220800,208-01,roaming
310260100006392,350000003177272,dev-basic,ACTIVE,10400544124,1788998400,310-260,roaming|volte
310260100006393,350000005276221,mvno-prepaid,ACTIVE,3014410857,1790208000,310-260,roaming|volte
310260100006394,350000001165246,dev-basic,ACTIVE,14682956718,1789171200,310-260,
310260100006395,350000003290935,mvno-prepaid,ACTIVE,2254996948,1787961600,310-260,roaming|volte
310260100006396,350000005749953,dev-basic,ACTIVE,2599697485,1789689600,310-260,roaming|volte
310260100006397,350000003362064,dev-basic,ACTIVE,1539884786,1790380800,310-260,roaming
208010100000604,354444447841620,iot-low-power,ACTIVE,86234345,1788998400,208-01,roaming|volte
310260100006398,350000009331956,dev-basic,ACTIVE,9325789159,1790294400,310-260,roaming|tethering|volte
234150100000803,352222222543302,dev-pro,ACTIVE,8218112416,1788566400,234-15,roaming|tethering
310260100006399,350000000188553,dev-basic,ACTIVE,15574130797,1788393600,310-260,roaming|tethering
310260100006400,350000003843774,dev-basic,ACTIVE,18607081642,1789257600,310-260,
310410100002035,351111117038927,dev-basic,ACTIVE,10976419139,1789689600,310-410,
310260100006401,350000009510914,iot-low-power,ACTIVE,362981948,1788652800,310-260,roaming|volte
310260100006402,350000009044211,dev-basic,ACTIVE,5826720320,1788220800,310-260,roaming|tethering|volte
234150100000804,352222220374148,dev-basic,ACTIVE,12989199788,1788393600,234-15,roaming|volte
310410100002036,351111113494926,iot-low-power,ACTIVE,73523699,1790208000,310-410,roaming
310260100006403,350000000199600,dev-basic,ACTIVE,7700817023,1788739200,310-260,roaming
310260100006404,350000001712732,iot-low-power,ACTIVE,119251065,1789257600,310-260,tethering
310260100006405,350000003724016,iot-low-power,ACTIVE,79095520,1789689600,310-260,roaming
208010100000605,354444442374858,dev-pro,ACTIVE,12349975600,1788393600,208-01,roaming|tethering|volte
310260100006406,350000008838043,iot-low-power,ACTIVE,252658758,1788048000,310-260,roaming|volte
310260100006407,350000001176151,dev-basic,ACTIVE,4936150255,1788825600,310-260,roaming|tethering
310410100002037,351111117607036,mvno-prepaid,ACTIVE,57762938,1790121600,310-410,roaming
310260100006408,350000007364801,iot-low-power,ACTIVE,143376400,1788912000,310-260,volte
310260100006409,350000003899586,mvno-prepaid,ACTIVE,3854347622,1789776000,310-260,roaming|volte
310260100006410,350000002494694,iot-low-power,ACTIVE,213547877,1788566400,310-260,roaming|test
310260100006411,350000006786004,dev-basic,ACTIVE,3238470054,1788393600,310-260,roaming|volte
310260100006412,350000003911845,dev-basic,ACTIVE,5006871373,1789171200,310-260,roaming|volte|test
310260100006413,350000003581671,iot-low-power,ACTIVE,253305257,1788393600,310-260,roaming|tethering
208010100000606,354444440012609,iot-low-power,ACTIVE,62545439,1788480000,208-01,roaming
310260100006414,350000001656269,mvno-prepaid,ACTIVE,873989046,1789776000,310-260,roaming|volte
310260100006415,350000004073751,dev-basic,ACTIVE,3285797158,1788566400,310-260,roaming|tethering
310260100006416,350000001551569,dev-basic,ACTIVE,6948461146,1789430400,310-260,
208010100000607,354444447950488,dev-basic,ACTIVE,13159332070,1789862400,208-01,roaming|tethering|volte
310260100006417,350000006502005,dev-basic,ACTIVE,1895306199,1788307200,310-260,roaming|volte
262010100000616,353333330713023,dev-basic,ACTIVE,9317623338,1790121600,262-01,
310410100002038,351111116505470,dev-basic,ACTIVE,2639725087,1788566400,310-410,roaming|tethering|volte
310260100006418,350000002618235,dev-basic,ACTIVE,1364573832,1789948800,310-260,volte
310260100006419,350000009071206,iot-low-power,ACTIVE,177881910,1788307200,310-260,roaming|tethering
262010100000617,353333333337853,iot-low-power,ACTIVE,287694454,1790380800,262-01,roaming|tethering|volte
310410100002039,351111111555579,dev-basic,ACTIVE,968251318,1787961600,310-410,roaming
310260100006420,350000008336717,dev-pro,ACTIVE,53510024615,1788912000,310-260,roaming|tethering|volte
310260100006421,350000002826119,dev-basic,ACTIVE,16514931807,1789430400,310-260,
208010100000608,354444441846153,dev-pro,ACTIVE,275713721904,1789344000,208-01,roaming|tethering
310260100006422,350000002948566,dev-basic,ACTIVE,4708805581,1789171200,310-260,roaming|tethering
310260100006423,350000007950757,dev-basic,ACTIVE,33920769,1789689600,310-260,roaming|volte
310260100006424,350000008338093,dev-basic,ACTIVE,9903870320,1790294400,310-260,roaming|tethering|volte
310260100006425,350000004508244,dev-basic,ACTIVE,3236934017,1788998400,310-260,roaming|volte
310410100002040,351111119485183,dev-pro,ACTIVE,11545487073,1789430400,310-410,roaming|tethering
310260100006426,350000002744288,iot-low-power,ACTIVE,395644398,1789084800,310-260,roaming|tethering|volte
310260100006427,350000006254326,iot-low-power,ACTIVE,4202789,1789257600,310-260,roaming|volte
310410100002041,351111111438685,enterprise-fixed,ACTIVE,106790508307,1790121600,310-410,roaming|volte
310260100006428,350000002658785,dev-pro,ACTIVE,83378372955,1788998400,310-260,roaming|volte
310410100002042,351111111061198,dev-basic,ACTIVE,8440262641,1789862400,310-410,tethering|volte
310260100006429,350000005898313,dev-basic,ACTIVE,12386054944,1789257600,310-260,roaming
234150100000805,352222220526465,dev-basic,ACTIVE,1553857349,1789689600,234-15,roaming|tethering|volte
310260100006430,350000002336960,dev-pro,ACTIVE,145920222647,1790035200,310-260,roaming|volte
310260100006431,350000005650144,dev-pro,ACTIVE,159065016338,1788912000,310-260,volte
310260100006432,350000006051466,dev-pro,ACTIVE,83568094433,1789948800,310-260,roaming
262010100000618,353333339793893,dev-pro,ACTIVE,128217119110,1789603200,262-01,roaming|volte
310260100006433,350000008404341,iot-low-power,ACTIVE,249853449,1789862400,310-260,roaming|volte
234150100000806,352222229465715,dev-basic,ACTIVE,3094156582,1790121600,234-15,roaming|tethering
310410100002043,351111111326096,dev-basic,ACTIVE,8552717284,1788566400,310-410,
310260100006434,350000006733188,mvno-prepaid,ACTIVE,1662853643,1788998400,310-260,roaming
310260100006435,350000004855710,dev-pro,ACTIVE,45372943907,1788393600,310-260,roaming|volte
310260100006436,350000008014140,iot-low-power,ACTIVE,261826502,1789344000,310-260,roaming|volte
310260100006437,350000004074676,dev-pro,ACTIVE,84568705129,1788220800,310-260,volte
310260100006438,350000003263502,dev-basic,ACTIVE,2890458313,1788048000,310-260,roaming|tethering|volte
310260100006439,350000007216548,dev-basic,ACTIVE,17461264741,1789344000,310-260,roaming|tethering
234150100000807,352222227721671,iot-low-power,ACTIVE,217555948,1790294400,234-15,roaming
262010100000619,353333334777578,dev-basic,ACTIVE,4084705911,1789689600,262-01,roaming|volte
234150100000808,352222222473294,dev-pro,ACTIVE,33759236867,1789084800,234-15,roaming|volte
310260100006440,350000005145020,iot-low-power,ACTIVE,325133600,1790208000,310-260,roaming
310410100002044,351111115393373,enterprise-fixed,ACTIVE,38400499204,1790208000,310-410,tethering
310260100006441,350000004637951,iot-low-power,ACTIVE,56546587,1788134400,310-260,roaming|tethering
310410100002045,351111112525571,iot-low-power,ACTIVE,121772981,1788652800,310-410,volte
310410100002046,351111110569845,dev-basic,ACTIVE,7553745957,1788739200,310-410,roaming
310260100006442,350000003885072,iot-low-power,ACTIVE,15284048,1788134400,310-260,roaming|volte
310260100006443,350000007089515,iot-low-power,ACTIVE,439285468,1790294400,310-260,roaming|volte
310260100006444,350000000978748,iot-low-power,ACTIVE,227283423,1789603200,310-260,roaming|tethering|volte
310260100006445,350000000019246,dev-basic,ACTIVE,15924207103,1787875200,310-260,roaming|volte
310410100002047,351111112220132,mvno-prepaid,ACTIVE,629724616,1788739200,310-410,roaming|tethering|volte
262010100000620,353333337554727,dev-pro,ACTIVE,22253266841,1788912000,262-01,roaming|volte
208010100000609,354444441711530,dev-pro,ACTIVE,38422044133,1789084800,208-01,
310260100006446,350000008285278,mvno-prepaid,ACTIVE,2206374867,1788912000,310-260,roaming
310260100006447,350000008952729,dev-basic,ACTIVE,7580588675,1787875200,310-260,roaming|volte
310260100006448,350000006696997,iot-low-power,ACTIVE,315969658,1787961600,310-260,roaming|volte
310260100006449,350000001840608,dev-basic,ACTIVE,4943455038,1788998400,310-260,roaming|volte
310260100006450,350000008398170,iot-low-power,ACTIVE,215522648,1788393600,310-260,roaming|volte
310260100006451,350000007746692,dev-basic,ACTIVE,9408722338,1789689600,310-260,roaming
310260100006452,350000007385327,mvno-prepaid,ACTIVE,3044621528,1790121600,310-260,roaming
310410100002048,351111114772312,iot-low-power,ACTIVE,153307302,1789430400,310-410,roaming|tethering|volte
310410100002049,351111114871981,iot-low-power,ACTIVE,189926215,1788998400,310-410,roaming|tethering|volte
310410100002050,351111117353599,mvno-prepaid,ACTIVE,2836136038,1788739200,310-410,tethering|volte
310260100006453,350000005178112,dev-basic,ACTIVE,6623635726,1788739200,310-260,roaming|tethering
310410100002051,351111112431564,dev-basic,ACTIVE,2739546901,1788652800,310-410,roaming|volte
310260100006454,350000000808804,dev-basic,ACTIVE,7687009813,1788739200,310-260,roaming|volte
310410100002052,351111117470609,dev-basic,ACTIVE,15714510448,1788393600,310-410,roaming|volte
310260100006455,350000002162259,dev-basic,ACTIVE,2523166431,1789862400,310-260,roaming|tethering
310260100006456,350000009177284,dev-pro,ACTIVE,124996920241,1788566400,310-260,roaming|tethering
310260100006457,350000002868178,iot-low-power,ACTIVE,262086495,1789257600,310-260,roaming|tethering|volte
310260100006458,350000006359976,dev-basic,ACTIVE,9071531115,1788825600,310-260,roaming|tethering|volte
310260100006459,350000008182335,dev-basic,ACTIVE,3919799690,1788912000,310-260,tethering|volte
310260100006460,350000001598107,dev-basic,SUSPENDED,8708550793,1788307200,310-260,roaming|tethering|volte
234150100000809,352222229349372,iot-low-power,ACTIVE,231830256,1788566400,234-15,roaming|tethering|volte
262010100000621,353333335930044,dev-basic,ACTIVE,1720532424,1788998400,262-01,roaming|volte
310260100006461,350000008751014,dev-pro,ACTIVE,55430708655,1788739200,310-260,roaming
310260100006462,350000005149949,dev-basic,ACTIVE,15099624245,1788480000,310-260,roaming|volte
310410100002053,351111119786549,dev-basic,ACTIVE,9976166745,1787961600,310-410,roaming|volte
310260100006463,350000009095221,dev-pro,ACTIVE,188196875989,1789948800,310-260,roaming|tethering|volte
310260100006464,350000004028391,dev-basic,ACTIVE,2429058853,1789344000,310-260,volte
234150100000810,352222229011824,iot-low-power,ACTIVE,222556165,1788393600,234-15,roaming
310410100002054,351111111501359,dev-basic,ACTIVE,8091098469,1788220800,310-410,roaming
234150100000811,352222225939978,dev-pro,SUSPENDED,30218446522,1788393600,234-15,roaming|volte
310260100006465,350000007887587,dev-pro,ACTIVE,155780428253,1789689600,310-260,roaming|volte
310260100006466,350000004373078,iot-low-power,ACTIVE,251349913,1788825600,310-260,roaming
310410100002055,351111110896396,dev-basic,ACTIVE,9604748996,1789344000,310-410,roaming|volte
310260100006467,350000009983897,dev-pro,ACTIVE,52025319015,1787875200,310-260,roaming|tethering|volte
310260100006468,350000001381678,dev-basic,ACTIVE,19007613753,1788393600,310-260,tethering
310260100006469,350000004758450,dev-pro,ACTIVE,8999018056,1788998400,310-260,roaming|tethering|volte
310260100006470,350000004550477,dev-basic,ACTIVE,4687237346,1790121600,310-260,
310260100006471,350000000943411,dev-basic,ACTIVE,428553961,1788393600,310-260,roaming|volte
310410100002056,351111118055326,dev-basic,ACTIVE,555164059,1789344000,310-410,roaming|volte
310260100006472,350000007436013,dev-basic,ACTIVE,18687923762,1789171200,310-260,roaming|tethering|volte
310260100006473,350000004005613,dev-basic,ACTIVE,6967319440,1789689600,310-260,
310260100006474,350000001393566,dev-pro,ACTIVE,10312861771,1789171200,310-260,roaming|volte
310260100006475,350000007574391,dev-pro,ACTIVE,14087505309,1789516800,310-260,roaming|volte
310260100006476,350000005529090,iot-low-power,ACTIVE,249838788,1789344000,310-260,roaming|tethering|volte
310260100006477,350000004461212,iot-low-power,ACTIVE,28260586,1790208000,310-260,roaming
262010100000622,353333332674967,dev-basic,ACTIVE,15856501675,1788739200,262-01,roaming|volte
208010100000610,354444440796953,mvno-prepaid,ACTIVE,709826793,1788825600,208-01,roaming|tethering|volte
310260100006478,350000004419830,dev-basic,ACTIVE,3674660478,1790121600,310-260,roaming|tethering|volte
310260100006479,350000009416401,dev-pro,ACTIVE,947848217,1788307200,310-260,roaming|tethering|volte
234150100000812,352222225921802,dev-basic,ACTIVE,12249797867,1788998400,234-15,volte
310260100006480,350000009791951,dev-pro,ACTIVE,135840891525,1788307200,310-260,roaming|tethering
310260100006481,350000006443549,dev-basic,ACTIVE,2309410196,1789084800,310-260,roaming|tethering
310260100006482,350000001083126,mvno-prepaid,ACTIVE,388119508,1789257600,310-260,roaming|volte
310410100002057,351111113678577,dev-basic,ACTIVE,11756268989,1789776000,310-410,roaming|tethering|volte
310260100006483,350000001792270,dev-basic,ACTIVE,9279534797,1789344000,310-260,roaming|tethering|volte
234150100000813,352222226361685,dev-basic,ACTIVE,3289058213,1788566400,234-15,roaming|tethering|volte
310260100006484,350000002506695,mvno-prepaid,ACTIVE,4205873906,1788652800,310-260,roaming|volte
310260100006485,350000002115026,dev-pro,ACTIVE,68883678125,1789689600,310-260,roaming
310260100006486,350000005174111,iot-low-power,ACTIVE,176937243,1789344000,310-260,roaming|volte
310260100006487,350000004750028,mvno-prepaid,ACTIVE,2841358697,1788739200,310-260,roaming|tethering
310260100006488,350000008136901,dev-pro,ACTIVE,58703914192,1788566400,310-260,roaming
310410100002058,351111113754220,dev-pro,ACTIVE,43947599593,1788739200,310-410,tethering
208010100000611,354444445699228,iot-low-power,ACTIVE,57638989,1790294400,208-01,roaming|volte
310410100002059,351111117479600,dev-basic,ACTIVE,352276930,1789689600,310-410,roaming|tethering|volte
310260100006489,350000001173364,dev-basic,ACTIVE,14231383639,1788652800,310-260,roaming|volte
310410100002060,351111110736329,dev-basic,ACTIVE,7106518018,1788825600,310-410,roaming|tethering|volte
310260100006490,350000003055114,iot-low-power,SUSPENDED,26648394,1788739200,310-260,roaming|volte
310410100002061,351111111386512,dev-pro,ACTIVE,95831964919,1789430400,310-410,tethering
310260100006491,350000003364896,dev-basic,ACTIVE,14872009298,1790294400,310-260,roaming|tethering|volte
234150100000814,352222226797417,dev-basic,ACTIVE,6512363164,1790208000,234-15,roaming|tethering
310260100006492,350000004921413,dev-basic,ACTIVE,15116255830,1787875200,310-260,roaming
310260100006493,350000003279664,dev-basic,ACTIVE,30079840039,1788393600,310-260,roaming|tethering|volte
262010100000623,353333330539030,dev-basic,ACTIVE,4796566116,1790121600,262-01,roaming
208010100000612,354444448847485,mvno-prepaid,ACTIVE,2556866856,1788652800,208-01,roaming|volte
310260100006494,350000003044563,dev-basic,ACTIVE,2279224307,1788652800,310-260,roaming|volte
208010100000613,354444443530466,dev-pro,ACTIVE,214965135908,1788134400,208-01,roaming|volte
234150100000815,352222222469581,dev-pro,ACTIVE,70734755218,1789171200,234-15,roaming|tethering
310260100006495,350000009981263,iot-low-power,ACTIVE,501201414,1790035200,310-260,roaming|tethering
310260100006496,350000003099146,mvno-prepaid,ACTIVE,1255527217,1789171200,310-260,roaming
